"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"860Z200US20626","ZCTA5 20626","118","74","110","73","8","13",
"860Z200US20628","ZCTA5 20628","326","165","292","169","34","42",
"860Z200US20629","ZCTA5 20629","464","156","436","152","28","41",
"860Z200US20630","ZCTA5 20630","188","95","128","65","60","74",
"860Z200US20632","ZCTA5 20632","158","74","143","63","15","25",
"860Z200US20634","ZCTA5 20634","2538","352","1734","292","804","239",
"860Z200US20636","ZCTA5 20636","3400","394","2978","350","422","184",
"860Z200US20637","ZCTA5 20637","2138","226","2001","226","137","101",
"860Z200US20639","ZCTA5 20639","4981","315","4595","319","386","164",
"860Z200US20640","ZCTA5 20640","3972","394","3124","372","848","268",
"860Z200US20645","ZCTA5 20645","276","83","264","83","12","19",
"860Z200US20646","ZCTA5 20646","7657","511","6519","434","1138","283",
"860Z200US20650","ZCTA5 20650","5644","362","4282","360","1362","337",
"860Z200US20653","ZCTA5 20653","10864","526","5964","482","4900","568",
"860Z200US20656","ZCTA5 20656","55","44","31","37","24","36",
"860Z200US20657","ZCTA5 20657","7280","445","6372","445","908","258",
"860Z200US20658","ZCTA5 20658","364","100","309","90","55","40",
"860Z200US20659","ZCTA5 20659","8101","418","7328","401","773","227",
"860Z200US20660","ZCTA5 20660","16","24","16","24","0","14",
"860Z200US20661","ZCTA5 20661","0","14","0","14","0","14",
"860Z200US20662","ZCTA5 20662","900","130","807","129","93","68",
"860Z200US20664","ZCTA5 20664","1178","160","904","163","274","86",
"860Z200US20667","ZCTA5 20667","21","36","21","36","0","14",
"860Z200US20670","ZCTA5 20670","401","129","0","14","401","129",
"860Z200US20674","ZCTA5 20674","242","90","187","81","55","47",
"860Z200US20675","ZCTA5 20675","711","186","684","184","27","31",
"860Z200US20676","ZCTA5 20676","1371","253","1199","252","172","99",
"860Z200US20677","ZCTA5 20677","751","127","728","128","23","30",
"860Z200US20678","ZCTA5 20678","4744","387","3748","409","996","209",
"860Z200US20680","ZCTA5 20680","282","124","203","107","79","85",
"860Z200US20684","ZCTA5 20684","355","137","336","135","19","30",
"860Z200US20685","ZCTA5 20685","2356","310","2227","322","129","84",
"860Z200US20686","ZCTA5 20686","0","14","0","14","0","14",
"860Z200US20687","ZCTA5 20687","133","74","95","57","38","47",
"860Z200US20688","ZCTA5 20688","637","183","321","190","316","96",
"860Z200US20689","ZCTA5 20689","635","164","562","164","73","56",
"860Z200US20690","ZCTA5 20690","412","118","343","99","69","67",
"860Z200US20692","ZCTA5 20692","171","65","171","65","0","14",
"860Z200US20693","ZCTA5 20693","330","87","312","88","18","21",
"860Z200US20695","ZCTA5 20695","4461","428","3797","413","664","260",
"860Z200US20701","ZCTA5 20701","387","157","0","14","387","157",
"860Z200US20705","ZCTA5 20705","8723","540","5719","537","3004","430",
"860Z200US20706","ZCTA5 20706","13230","715","9527","603","3703","438",
"860Z200US20707","ZCTA5 20707","14321","572","7877","519","6444","470",
"860Z200US20708","ZCTA5 20708","10527","485","3700","320","6827","498",
"860Z200US20710","ZCTA5 20710","3269","331","594","160","2675","321",
"860Z200US20711","ZCTA5 20711","2421","217","2337","212","84","68",
"860Z200US20712","ZCTA5 20712","4107","386","956","195","3151","361",
"860Z200US20714","ZCTA5 20714","1855","218","1391","196","464","137",
"860Z200US20715","ZCTA5 20715","8970","420","8306","442","664","204",
"860Z200US20716","ZCTA5 20716","9270","447","6498","464","2772","351",
"860Z200US20720","ZCTA5 20720","8464","478","7939","534","525","182",
"860Z200US20721","ZCTA5 20721","11019","719","9816","764","1203","309",
"860Z200US20722","ZCTA5 20722","2191","219","1480","176","711","158",
"860Z200US20723","ZCTA5 20723","12359","730","8601","642","3758","534",
"860Z200US20724","ZCTA5 20724","7376","478","4409","548","2967","439",
"860Z200US20732","ZCTA5 20732","4185","278","3670","300","515","195",
"860Z200US20733","ZCTA5 20733","1016","175","929","175","87","71",
"860Z200US20735","ZCTA5 20735","13318","539","12202","511","1116","246",
"860Z200US20736","ZCTA5 20736","3285","320","3105","316","180","128",
"860Z200US20737","ZCTA5 20737","6979","472","3462","379","3517","399",
"860Z200US20740","ZCTA5 20740","11671","615","4581","365","7090","606",
"860Z200US20742","ZCTA5 20742","36","35","0","14","36","35",
"860Z200US20743","ZCTA5 20743","15577","644","10407","573","5170","505",
"860Z200US20744","ZCTA5 20744","19726","784","16080","782","3646","407",
"860Z200US20745","ZCTA5 20745","12196","631","5304","530","6892","729",
"860Z200US20746","ZCTA5 20746","13164","561","4404","456","8760","520",
"860Z200US20747","ZCTA5 20747","15984","774","8012","562","7972","574",
"860Z200US20748","ZCTA5 20748","16374","847","9262","724","7112","612",
"860Z200US20751","ZCTA5 20751","974","193","911","186","63","45",
"860Z200US20754","ZCTA5 20754","2275","235","2109","182","166","165",
"860Z200US20755","ZCTA5 20755","3093","281","25","40","3068","284",
"860Z200US20758","ZCTA5 20758","201","62","201","62","0","14",
"860Z200US20759","ZCTA5 20759","2031","215","1940","207","91","74",
"860Z200US20762","ZCTA5 20762","870","108","9","13","861","108",
"860Z200US20763","ZCTA5 20763","1095","217","546","126","549","226",
"860Z200US20764","ZCTA5 20764","1372","214","1127","219","245","116",
"860Z200US20765","ZCTA5 20765","237","92","208","89","29","42",
"860Z200US20769","ZCTA5 20769","2255","306","2155","293","100","70",
"860Z200US20770","ZCTA5 20770","12006","563","5446","608","6560","557",
"860Z200US20771","ZCTA5 20771","0","14","0","14","0","14",
"860Z200US20772","ZCTA5 20772","18911","731","16951","798","1960","384",
"860Z200US20774","ZCTA5 20774","20815","779","15881","739","4934","750",
"860Z200US20776","ZCTA5 20776","1189","270","1065","273","124","95",
"860Z200US20777","ZCTA5 20777","1040","180","1007","184","33","33",
"860Z200US20778","ZCTA5 20778","739","241","726","240","13","17",
"860Z200US20779","ZCTA5 20779","439","128","411","123","28","35",
"860Z200US20781","ZCTA5 20781","4458","359","2437","354","2021","268",
"860Z200US20782","ZCTA5 20782","12644","648","5546","502","7098","495",
"860Z200US20783","ZCTA5 20783","13852","668","5717","453","8135","651",
"860Z200US20784","ZCTA5 20784","10188","661","5862","501","4326","493",
"860Z200US20785","ZCTA5 20785","15473","598","7753","574","7720","690",
"860Z200US20794","ZCTA5 20794","4060","421","2476","304","1584","433",
"860Z200US20812","ZCTA5 20812","108","36","101","37","7","7",
"860Z200US20814","ZCTA5 20814","14171","524","7454","400","6717","335",
"860Z200US20815","ZCTA5 20815","13207","517","8776","384","4431","444",
"860Z200US20816","ZCTA5 20816","6457","352","5250","359","1207","259",
"860Z200US20817","ZCTA5 20817","13584","526","11186","456","2398","341",
"860Z200US20818","ZCTA5 20818","595","136","560","139","35","38",
"860Z200US20832","ZCTA5 20832","8424","372","7254","395","1170","215",
"860Z200US20833","ZCTA5 20833","2576","317","2469","322","107","70",
"860Z200US20837","ZCTA5 20837","2333","218","2159","201","174","109",
"860Z200US20838","ZCTA5 20838","102","39","100","39","2","3",
"860Z200US20839","ZCTA5 20839","58","48","44","43","14","36",
"860Z200US20841","ZCTA5 20841","2915","329","2683","340","232","82",
"860Z200US20842","ZCTA5 20842","692","127","543","112","149","49",
"860Z200US20850","ZCTA5 20850","21131","804","10880","645","10251","543",
"860Z200US20851","ZCTA5 20851","5071","348","2877","306","2194","325",
"860Z200US20852","ZCTA5 20852","21640","864","9022","569","12618","748",
"860Z200US20853","ZCTA5 20853","9713","526","8192","455","1521","328",
"860Z200US20854","ZCTA5 20854","16542","659","14875","656","1667","294",
"860Z200US20855","ZCTA5 20855","6042","486","4709","442","1333","254",
"860Z200US20860","ZCTA5 20860","759","298","649","293","110","79",
"860Z200US20861","ZCTA5 20861","966","271","952","267","14","22",
"860Z200US20862","ZCTA5 20862","175","89","175","89","0","14",
"860Z200US20866","ZCTA5 20866","5056","433","3961","439","1095","237",
"860Z200US20868","ZCTA5 20868","114","62","114","62","0","14",
"860Z200US20871","ZCTA5 20871","8763","604","7629","581","1134","213",
"860Z200US20872","ZCTA5 20872","4625","303","4122","323","503","129",
"860Z200US20874","ZCTA5 20874","22512","730","14842","782","7670","545",
"860Z200US20876","ZCTA5 20876","8935","443","6001","451","2934","355",
"860Z200US20877","ZCTA5 20877","12880","555","5660","415","7220","542",
"860Z200US20878","ZCTA5 20878","24337","680","16875","821","7462","595",
"860Z200US20879","ZCTA5 20879","8850","511","6270","466","2580","348",
"860Z200US20880","ZCTA5 20880","287","70","274","69","13","23",
"860Z200US20882","ZCTA5 20882","4602","317","4502","315","100","62",
"860Z200US20886","ZCTA5 20886","12314","640","8346","464","3968","597",
"860Z200US20889","ZCTA5 20889","23","18","0","14","23","18",
"860Z200US20892","ZCTA5 20892","0","14","0","14","0","14",
"860Z200US20894","ZCTA5 20894","0","14","0","14","0","14",
"860Z200US20895","ZCTA5 20895","6944","461","5537","349","1407","303",
"860Z200US20896","ZCTA5 20896","320","50","304","49","16","12",
"860Z200US20899","ZCTA5 20899","89","50","0","14","89","50",
"860Z200US20901","ZCTA5 20901","13495","573","9319","461","4176","470",
"860Z200US20902","ZCTA5 20902","17982","680","11637","658","6345","588",
"860Z200US20903","ZCTA5 20903","7243","626","2900","374","4343","456",
"860Z200US20904","ZCTA5 20904","21245","723","10827","604","10418","680",
"860Z200US20905","ZCTA5 20905","5699","501","4974","447","725","292",
"860Z200US20906","ZCTA5 20906","26242","715","17522","786","8720","720",
"860Z200US20910","ZCTA5 20910","22067","774","7638","494","14429","790",
"860Z200US20912","ZCTA5 20912","9737","460","4196","392","5541","385",
"860Z200US21001","ZCTA5 21001","10581","455","7003","387","3578","393",
"860Z200US21005","ZCTA5 21005","843","131","9","14","834","133",
"860Z200US21009","ZCTA5 21009","12738","669","10356","713","2382","308",
"860Z200US21010","ZCTA5 21010","46","53","0","14","46","53",
"860Z200US21012","ZCTA5 21012","8112","529","6888","512","1224","206",
"860Z200US21013","ZCTA5 21013","1964","247","1816","224","148","113",
"860Z200US21014","ZCTA5 21014","14565","528","11201","552","3364","367",
"860Z200US21015","ZCTA5 21015","11169","495","10104","479","1065","246",
"860Z200US21017","ZCTA5 21017","2643","185","1847","211","796","156",
"860Z200US21023","ZCTA5 21023","37","31","30","30","7","10",
"860Z200US21028","ZCTA5 21028","985","131","835","99","150","106",
"860Z200US21029","ZCTA5 21029","4072","385","3735","348","337","129",
"860Z200US21030","ZCTA5 21030","10787","636","4728","428","6059","496",
"860Z200US21031","ZCTA5 21031","18","31","0","14","18","31",
"860Z200US21032","ZCTA5 21032","3065","258","2765","229","300","156",
"860Z200US21034","ZCTA5 21034","1161","127","1059","115","102","58",
"860Z200US21035","ZCTA5 21035","2717","328","2579","318","138","66",
"860Z200US21036","ZCTA5 21036","800","191","771","190","29","28",
"860Z200US21037","ZCTA5 21037","7906","493","7059","577","847","231",
"860Z200US21040","ZCTA5 21040","9870","630","6771","583","3099","525",
"860Z200US21042","ZCTA5 21042","14958","621","12778","611","2180","404",
"860Z200US21043","ZCTA5 21043","17246","673","11614","610","5632","601",
"860Z200US21044","ZCTA5 21044","18391","825","11270","720","7121","555",
"860Z200US21045","ZCTA5 21045","15368","615","10599","554","4769","444",
"860Z200US21046","ZCTA5 21046","6100","342","3825","287","2275","347",
"860Z200US21047","ZCTA5 21047","4852","408","4701","403","151","87",
"860Z200US21048","ZCTA5 21048","3653","331","3429","332","224","103",
"860Z200US21050","ZCTA5 21050","6400","373","5717","390","683","148",
"860Z200US21051","ZCTA5 21051","47","34","47","34","0","14",
"860Z200US21052","ZCTA5 21052","108","87","108","87","0","14",
"860Z200US21053","ZCTA5 21053","1327","273","1282","269","45","49",
"860Z200US21054","ZCTA5 21054","5292","494","4401","548","891","245",
"860Z200US21056","ZCTA5 21056","130","108","130","108","0","14",
"860Z200US21057","ZCTA5 21057","1556","198","1348","182","208","77",
"860Z200US21060","ZCTA5 21060","15696","678","11931","652","3765","500",
"860Z200US21061","ZCTA5 21061","22181","876","12467","706","9714","723",
"860Z200US21071","ZCTA5 21071","115","57","115","57","0","14",
"860Z200US21074","ZCTA5 21074","6052","452","5206","493","846","210",
"860Z200US21075","ZCTA5 21075","12956","672","8356","561","4600","522",
"860Z200US21076","ZCTA5 21076","9297","570","6168","505","3129","446",
"860Z200US21077","ZCTA5 21077","76","62","66","60","10","16",
"860Z200US21078","ZCTA5 21078","8313","382","6432","329","1881","266",
"860Z200US21082","ZCTA5 21082","227","87","214","89","13","21",
"860Z200US21084","ZCTA5 21084","2798","295","2572","262","226","129",
"860Z200US21085","ZCTA5 21085","6560","430","5383","412","1177","315",
"860Z200US21087","ZCTA5 21087","2140","234","1973","191","167","143",
"860Z200US21090","ZCTA5 21090","3852","319","3240","311","612","164",
"860Z200US21093","ZCTA5 21093","15666","592","12323","469","3343","456",
"860Z200US21102","ZCTA5 21102","4448","321","3954","335","494","171",
"860Z200US21104","ZCTA5 21104","1931","222","1872","212","59","54",
"860Z200US21105","ZCTA5 21105","12","19","0","14","12","19",
"860Z200US21108","ZCTA5 21108","6339","434","5518","463","821","253",
"860Z200US21111","ZCTA5 21111","1857","269","1778","263","79","58",
"860Z200US21113","ZCTA5 21113","15491","865","9839","854","5652","844",
"860Z200US21114","ZCTA5 21114","9489","356","7683","457","1806","336",
"860Z200US21117","ZCTA5 21117","24363","1039","13020","909","11343","939",
"860Z200US21120","ZCTA5 21120","2560","285","2429","281","131","76",
"860Z200US21122","ZCTA5 21122","22733","773","19582","807","3151","358",
"860Z200US21128","ZCTA5 21128","5428","389","4540","360","888","200",
"860Z200US21130","ZCTA5 21130","48","40","13","20","35","45",
"860Z200US21131","ZCTA5 21131","2467","279","2441","273","26","28",
"860Z200US21132","ZCTA5 21132","1026","187","1005","183","21","25",
"860Z200US21133","ZCTA5 21133","12488","663","8625","620","3863","428",
"860Z200US21136","ZCTA5 21136","13231","694","10356","707","2875","370",
"860Z200US21140","ZCTA5 21140","1434","216","1400","222","34","36",
"860Z200US21144","ZCTA5 21144","12942","793","10520","755","2422","432",
"860Z200US21146","ZCTA5 21146","9888","555","8779","583","1109","300",
"860Z200US21152","ZCTA5 21152","2532","372","1798","212","734","354",
"860Z200US21153","ZCTA5 21153","234","51","207","49","27","22",
"860Z200US21154","ZCTA5 21154","2535","305","2185","294","350","153",
"860Z200US21155","ZCTA5 21155","1047","162","867","147","180","73",
"860Z200US21156","ZCTA5 21156","83","57","83","57","0","14",
"860Z200US21157","ZCTA5 21157","14646","557","11111","623","3535","365",
"860Z200US21158","ZCTA5 21158","8370","537","6674","447","1696","380",
"860Z200US21160","ZCTA5 21160","901","235","730","214","171","124",
"860Z200US21161","ZCTA5 21161","1892","328","1748","327","144","68",
"860Z200US21162","ZCTA5 21162","1435","173","1262","184","173","127",
"860Z200US21163","ZCTA5 21163","2536","306","2132","210","404","219",
"860Z200US21201","ZCTA5 21201","10703","830","1176","279","9527","816",
"860Z200US21202","ZCTA5 21202","10932","775","2274","332","8658","754",
"860Z200US21204","ZCTA5 21204","8564","520","3980","394","4584","394",
"860Z200US21205","ZCTA5 21205","5227","441","1909","257","3318","416",
"860Z200US21206","ZCTA5 21206","20457","746","11234","716","9223","716",
"860Z200US21207","ZCTA5 21207","19608","687","11978","644","7630","780",
"860Z200US21208","ZCTA5 21208","15561","829","10386","696","5175","655",
"860Z200US21209","ZCTA5 21209","11608","500","6643","466","4965","541",
"860Z200US21210","ZCTA5 21210","5048","489","3091","234","1957","416",
"860Z200US21211","ZCTA5 21211","8394","441","4782","359","3612","374",
"860Z200US21212","ZCTA5 21212","12787","504","8678","504","4109","417",
"860Z200US21213","ZCTA5 21213","11563","545","6149","534","5414","495",
"860Z200US21214","ZCTA5 21214","8466","535","6625","461","1841","344",
"860Z200US21215","ZCTA5 21215","21005","808","11199","633","9806","718",
"860Z200US21216","ZCTA5 21216","11667","760","5472","498","6195","720",
"860Z200US21217","ZCTA5 21217","14952","795","4881","534","10071","759",
"860Z200US21218","ZCTA5 21218","18344","734","9011","503","9333","630",
"860Z200US21219","ZCTA5 21219","3726","284","3259","330","467","132",
"860Z200US21220","ZCTA5 21220","16220","773","11107","773","5113","487",
"860Z200US21221","ZCTA5 21221","17143","553","10174","603","6969","490",
"860Z200US21222","ZCTA5 21222","22385","663","14188","612","8197","540",
"860Z200US21223","ZCTA5 21223","8300","586","2791","355","5509","550",
"860Z200US21224","ZCTA5 21224","20320","802","12140","615","8180","688",
"860Z200US21225","ZCTA5 21225","12917","638","6931","637","5986","462",
"860Z200US21226","ZCTA5 21226","2829","463","1785","345","1044","322",
"860Z200US21227","ZCTA5 21227","13687","736","9096","676","4591","575",
"860Z200US21228","ZCTA5 21228","19614","888","14038","630","5576","571",
"860Z200US21229","ZCTA5 21229","18517","772","10271","631","8246","582",
"860Z200US21230","ZCTA5 21230","16003","759","7931","557","8072","645",
"860Z200US21231","ZCTA5 21231","7789","479","2727","276","5062","457",
"860Z200US21233","ZCTA5 21233","0","14","0","14","0","14",
"860Z200US21234","ZCTA5 21234","27258","898","17770","881","9488","669",
"860Z200US21236","ZCTA5 21236","15627","670","10813","575","4814","452",
"860Z200US21237","ZCTA5 21237","12291","654","7623","617","4668","579",
"860Z200US21239","ZCTA5 21239","11796","599","6614","546","5182","535",
"860Z200US21240","ZCTA5 21240","0","14","0","14","0","14",
"860Z200US21244","ZCTA5 21244","14376","818","6890","618","7486","757",
"860Z200US21250","ZCTA5 21250","0","14","0","14","0","14",
"860Z200US21251","ZCTA5 21251","0","14","0","14","0","14",
"860Z200US21252","ZCTA5 21252","11","16","0","14","11","16",
"860Z200US21285","ZCTA5 21285","0","14","0","14","0","14",
"860Z200US21286","ZCTA5 21286","9519","553","5929","421","3590","440",
"860Z200US21287","ZCTA5 21287","0","14","0","14","0","14",
"860Z200US21401","ZCTA5 21401","17980","750","11229","707","6751","586",
"860Z200US21402","ZCTA5 21402","358","167","0","14","358","167",
"860Z200US21403","ZCTA5 21403","14408","756","10086","739","4322","451",
"860Z200US21405","ZCTA5 21405","197","70","186","68","11","18",
"860Z200US21409","ZCTA5 21409","7260","419","6560","399","700","163",
"860Z200US21502","ZCTA5 21502","16659","441","11649","501","5010","428",
"860Z200US21520","ZCTA5 21520","847","181","670","166","177","71",
"860Z200US21521","ZCTA5 21521","628","104","588","102","40","21",
"860Z200US21523","ZCTA5 21523","65","30","57","28","8","11",
"860Z200US21524","ZCTA5 21524","258","85","177","63","81","70",
"860Z200US21529","ZCTA5 21529","278","68","203","58","75","56",
"860Z200US21530","ZCTA5 21530","675","162","548","130","127","75",
"860Z200US21531","ZCTA5 21531","1101","164","935","162","166","71",
"860Z200US21532","ZCTA5 21532","5207","335","3441","346","1766","251",
"860Z200US21536","ZCTA5 21536","1597","164","1258","141","339","114",
"860Z200US21538","ZCTA5 21538","306","129","253","128","53","45",
"860Z200US21539","ZCTA5 21539","814","139","565","102","249","112",
"860Z200US21540","ZCTA5 21540","37","20","30","18","7","6",
"860Z200US21541","ZCTA5 21541","643","209","481","173","162","91",
"860Z200US21542","ZCTA5 21542","55","34","17","17","38","30",
"860Z200US21543","ZCTA5 21543","196","103","177","101","19","23",
"860Z200US21545","ZCTA5 21545","674","107","521","116","153","55",
"860Z200US21550","ZCTA5 21550","5926","321","4610","312","1316","234",
"860Z200US21555","ZCTA5 21555","679","185","522","178","157","91",
"860Z200US21557","ZCTA5 21557","671","210","517","146","154","164",
"860Z200US21560","ZCTA5 21560","0","14","0","14","0","14",
"860Z200US21561","ZCTA5 21561","1180","162","1078","150","102","67",
"860Z200US21562","ZCTA5 21562","1226","168","962","160","264","92",
"860Z200US21601","ZCTA5 21601","10389","389","6981","488","3408","382",
"860Z200US21607","ZCTA5 21607","161","63","116","50","45","36",
"860Z200US21610","ZCTA5 21610","141","39","107","34","34","20",
"860Z200US21612","ZCTA5 21612","221","98","217","99","4","8",
"860Z200US21613","ZCTA5 21613","7610","347","3979","312","3631","370",
"860Z200US21617","ZCTA5 21617","3947","314","3100","311","847","220",
"860Z200US21619","ZCTA5 21619","2441","217","1746","224","695","166",
"860Z200US21620","ZCTA5 21620","5674","319","4030","332","1644","301",
"860Z200US21622","ZCTA5 21622","183","54","164","54","19","16",
"860Z200US21623","ZCTA5 21623","864","153","733","141","131","62",
"860Z200US21624","ZCTA5 21624","65","36","45","20","20","33",
"860Z200US21625","ZCTA5 21625","605","113","467","96","138","79",
"860Z200US21626","ZCTA5 21626","69","41","69","41","0","14",
"860Z200US21627","ZCTA5 21627","15","16","15","16","0","14",
"860Z200US21628","ZCTA5 21628","150","77","150","77","0","14",
"860Z200US21629","ZCTA5 21629","3559","234","2543","244","1016","198",
"860Z200US21631","ZCTA5 21631","974","143","822","120","152","75",
"860Z200US21632","ZCTA5 21632","2606","275","1565","217","1041","202",
"860Z200US21634","ZCTA5 21634","174","60","174","60","0","14",
"860Z200US21635","ZCTA5 21635","960","160","744","132","216","113",
"860Z200US21636","ZCTA5 21636","362","100","281","84","81","56",
"860Z200US21638","ZCTA5 21638","1900","184","1571","182","329","130",
"860Z200US21639","ZCTA5 21639","1682","177","1201","163","481","112",
"860Z200US21640","ZCTA5 21640","528","127","507","127","21","21",
"860Z200US21641","ZCTA5 21641","61","28","34","12","27","22",
"860Z200US21643","ZCTA5 21643","2013","236","1699","225","314","96",
"860Z200US21644","ZCTA5 21644","22","24","22","24","0","14",
"860Z200US21645","ZCTA5 21645","452","137","338","107","114","85",
"860Z200US21647","ZCTA5 21647","170","77","164","76","6","9",
"860Z200US21648","ZCTA5 21648","40","33","39","30","1","8",
"860Z200US21649","ZCTA5 21649","533","125","453","121","80","41",
"860Z200US21650","ZCTA5 21650","53","32","53","32","0","14",
"860Z200US21651","ZCTA5 21651","1010","176","819","165","191","97",
"860Z200US21652","ZCTA5 21652","105","69","105","69","0","14",
"860Z200US21653","ZCTA5 21653","73","38","73","38","0","14",
"860Z200US21654","ZCTA5 21654","585","137","508","128","77","54",
"860Z200US21655","ZCTA5 21655","1846","151","1518","143","328","110",
"860Z200US21657","ZCTA5 21657","541","121","460","122","81","53",
"860Z200US21658","ZCTA5 21658","1448","150","1288","154","160","60",
"860Z200US21659","ZCTA5 21659","502","87","396","99","106","70",
"860Z200US21660","ZCTA5 21660","1497","108","1087","112","410","96",
"860Z200US21661","ZCTA5 21661","1156","168","888","164","268","105",
"860Z200US21662","ZCTA5 21662","238","59","191","52","47","27",
"860Z200US21663","ZCTA5 21663","1624","226","1278","189","346","103",
"860Z200US21664","ZCTA5 21664","236","66","159","48","77","43",
"860Z200US21665","ZCTA5 21665","92","44","92","44","0","14",
"860Z200US21666","ZCTA5 21666","5520","364","4496","303","1024","250",
"860Z200US21667","ZCTA5 21667","131","64","115","62","16","20",
"860Z200US21668","ZCTA5 21668","759","121","585","125","174","67",
"860Z200US21669","ZCTA5 21669","51","24","51","24","0","14",
"860Z200US21671","ZCTA5 21671","385","94","340","83","45","50",
"860Z200US21672","ZCTA5 21672","74","41","74","41","0","14",
"860Z200US21673","ZCTA5 21673","1154","140","845","130","309","100",
"860Z200US21675","ZCTA5 21675","27","17","27","17","0","14",
"860Z200US21676","ZCTA5 21676","207","122","207","122","0","14",
"860Z200US21677","ZCTA5 21677","211","67","183","55","28","34",
"860Z200US21678","ZCTA5 21678","924","143","836","134","88","58",
"860Z200US21679","ZCTA5 21679","157","71","157","71","0","14",
"860Z200US21701","ZCTA5 21701","17662","732","11873","617","5789","546",
"860Z200US21702","ZCTA5 21702","17730","654","11196","646","6534","694",
"860Z200US21703","ZCTA5 21703","15235","725","10442","673","4793","537",
"860Z200US21704","ZCTA5 21704","6136","341","4989","374","1147","251",
"860Z200US21705","ZCTA5 21705","0","14","0","14","0","14",
"860Z200US21710","ZCTA5 21710","1657","190","1407","177","250","82",
"860Z200US21711","ZCTA5 21711","407","142","407","142","0","14",
"860Z200US21713","ZCTA5 21713","3939","311","3164","337","775","224",
"860Z200US21714","ZCTA5 21714","45","24","45","24","0","14",
"860Z200US21715","ZCTA5 21715","12","14","12","14","0","14",
"860Z200US21716","ZCTA5 21716","2717","209","2324","213","393","128",
"860Z200US21717","ZCTA5 21717","96","57","86","59","10","16",
"860Z200US21718","ZCTA5 21718","66","22","47","17","19","13",
"860Z200US21719","ZCTA5 21719","476","80","429","84","47","34",
"860Z200US21722","ZCTA5 21722","2262","379","2009","387","253","96",
"860Z200US21723","ZCTA5 21723","221","73","209","76","12","18",
"860Z200US21727","ZCTA5 21727","1694","208","1304","208","390","131",
"860Z200US21733","ZCTA5 21733","466","133","401","105","65","104",
"860Z200US21734","ZCTA5 21734","456","125","277","93","179","67",
"860Z200US21737","ZCTA5 21737","689","195","634","188","55","47",
"860Z200US21738","ZCTA5 21738","1166","145","1150","144","16","26",
"860Z200US21740","ZCTA5 21740","24928","767","13750","799","11178","677",
"860Z200US21742","ZCTA5 21742","13315","542","8870","476","4445","429",
"860Z200US21746","ZCTA5 21746","0","14","0","14","0","14",
"860Z200US21750","ZCTA5 21750","1646","216","1192","170","454","123",
"860Z200US21754","ZCTA5 21754","2489","301","2381","279","108","97",
"860Z200US21755","ZCTA5 21755","2106","228","1786","216","320","93",
"860Z200US21756","ZCTA5 21756","1263","248","1202","249","61","35",
"860Z200US21757","ZCTA5 21757","1068","132","881","111","187","64",
"860Z200US21758","ZCTA5 21758","1601","218","1411","223","190","96",
"860Z200US21762","ZCTA5 21762","77","91","77","91","0","14",
"860Z200US21766","ZCTA5 21766","279","122","215","107","64","62",
"860Z200US21767","ZCTA5 21767","528","137","294","146","234","136",
"860Z200US21769","ZCTA5 21769","4316","266","3777","268","539","152",
"860Z200US21770","ZCTA5 21770","2394","272","2345","268","49","44",
"860Z200US21771","ZCTA5 21771","10879","570","10107","543","772","218",
"860Z200US21773","ZCTA5 21773","1893","188","1764","196","129","62",
"860Z200US21774","ZCTA5 21774","5430","314","5068","326","362","115",
"860Z200US21776","ZCTA5 21776","2280","236","2097","225","183","85",
"860Z200US21777","ZCTA5 21777","750","173","747","176","3","6",
"860Z200US21778","ZCTA5 21778","331","118","315","114","16","25",
"860Z200US21779","ZCTA5 21779","476","229","273","154","203","171",
"860Z200US21780","ZCTA5 21780","701","198","524","97","177","179",
"860Z200US21781","ZCTA5 21781","0","14","0","14","0","14",
"860Z200US21782","ZCTA5 21782","1613","191","1304","148","309","124",
"860Z200US21783","ZCTA5 21783","3657","335","2856","338","801","189",
"860Z200US21784","ZCTA5 21784","13216","421","11503","408","1713","255",
"860Z200US21787","ZCTA5 21787","4262","298","3392","323","870","339",
"860Z200US21788","ZCTA5 21788","4821","357","3933","362","888","193",
"860Z200US21790","ZCTA5 21790","8","13","0","14","8","13",
"860Z200US21791","ZCTA5 21791","1865","269","1559","241","306","92",
"860Z200US21793","ZCTA5 21793","3941","235","3396","243","545","116",
"860Z200US21794","ZCTA5 21794","678","114","675","113","3","5",
"860Z200US21795","ZCTA5 21795","3803","367","2618","309","1185","242",
"860Z200US21797","ZCTA5 21797","2936","276","2639","250","297","165",
"860Z200US21798","ZCTA5 21798","860","124","701","116","159","62",
"860Z200US21801","ZCTA5 21801","11171","589","6326","538","4845","595",
"860Z200US21804","ZCTA5 21804","15229","677","7508","512","7721","558",
"860Z200US21810","ZCTA5 21810","59","57","59","57","0","14",
"860Z200US21811","ZCTA5 21811","10698","456","8713","434","1985","348",
"860Z200US21813","ZCTA5 21813","1321","248","1082","249","239","154",
"860Z200US21814","ZCTA5 21814","95","89","95","89","0","14",
"860Z200US21817","ZCTA5 21817","1853","250","1286","194","567","147",
"860Z200US21821","ZCTA5 21821","342","79","307","75","35","30",
