"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"860Z200US56172","ZCTA5 56172","1334","102","1016","89","318","86",
"860Z200US56173","ZCTA5 56173","119","28","89","20","30","19",
"860Z200US56174","ZCTA5 56174","171","31","135","26","36","19",
"860Z200US56175","ZCTA5 56175","1077","89","900","82","177","52",
"860Z200US56176","ZCTA5 56176","434","68","358","64","76","34",
"860Z200US56178","ZCTA5 56178","648","46","518","43","130","30",
"860Z200US56180","ZCTA5 56180","473","57","346","51","127","31",
"860Z200US56181","ZCTA5 56181","503","71","421","63","82","39",
"860Z200US56183","ZCTA5 56183","615","87","450","62","165","48",
"860Z200US56185","ZCTA5 56185","203","34","173","32","30","16",
"860Z200US56186","ZCTA5 56186","192","50","170","50","22","16",
"860Z200US56187","ZCTA5 56187","5001","206","3290","241","1711","208",
"860Z200US56201","ZCTA5 56201","9693","323","5960","358","3733","422",
"860Z200US56207","ZCTA5 56207","94","25","72","20","22","15",
"860Z200US56208","ZCTA5 56208","938","88","747","73","191","49",
"860Z200US56209","ZCTA5 56209","969","96","800","79","169","54",
"860Z200US56210","ZCTA5 56210","2","2","2","2","0","9",
"860Z200US56211","ZCTA5 56211","205","36","165","33","40","16",
"860Z200US56212","ZCTA5 56212","221","39","193","37","28","11",
"860Z200US56214","ZCTA5 56214","279","39","216","33","63","18",
"860Z200US56215","ZCTA5 56215","1984","106","1379","123","605","118",
"860Z200US56216","ZCTA5 56216","292","48","269","45","23","17",
"860Z200US56218","ZCTA5 56218","213","36","206","35","7","7",
"860Z200US56219","ZCTA5 56219","346","70","254","57","92","37",
"860Z200US56220","ZCTA5 56220","1168","88","1013","88","155","45",
"860Z200US56221","ZCTA5 56221","394","71","327","55","67","40",
"860Z200US56222","ZCTA5 56222","782","80","567","64","215","54",
"860Z200US56223","ZCTA5 56223","546","48","456","40","90","36",
"860Z200US56224","ZCTA5 56224","119","21","102","20","17","10",
"860Z200US56225","ZCTA5 56225","321","52","259","51","62","25",
"860Z200US56226","ZCTA5 56226","80","22","69","20","11","10",
"860Z200US56227","ZCTA5 56227","96","33","77","26","19","17",
"860Z200US56228","ZCTA5 56228","407","64","351","64","56","27",
"860Z200US56229","ZCTA5 56229","725","91","607","77","118","43",
"860Z200US56230","ZCTA5 56230","318","62","262","47","56","28",
"860Z200US56231","ZCTA5 56231","156","29","150","29","6","7",
"860Z200US56232","ZCTA5 56232","915","66","781","59","134","36",
"860Z200US56235","ZCTA5 56235","217","42","183","36","34","17",
"860Z200US56236","ZCTA5 56236","185","38","170","34","15","9",
"860Z200US56237","ZCTA5 56237","231","38","201","35","30","16",
"860Z200US56239","ZCTA5 56239","228","36","197","31","31","24",
"860Z200US56240","ZCTA5 56240","340","40","247","38","93","27",
"860Z200US56241","ZCTA5 56241","1695","115","1342","107","353","73",
"860Z200US56243","ZCTA5 56243","735","72","596","67","139","42",
"860Z200US56244","ZCTA5 56244","637","70","517","64","120","36",
"860Z200US56245","ZCTA5 56245","209","42","150","36","59","20",
"860Z200US56248","ZCTA5 56248","353","46","295","47","58","20",
"860Z200US56249","ZCTA5 56249","121","21","104","20","17","9",
"860Z200US56251","ZCTA5 56251","396","58","321","50","75","26",
"860Z200US56252","ZCTA5 56252","523","82","405","56","118","55",
"860Z200US56253","ZCTA5 56253","345","41","305","37","40","15",
"860Z200US56255","ZCTA5 56255","172","44","116","26","56","40",
"860Z200US56256","ZCTA5 56256","1108","69","845","68","263","51",
"860Z200US56257","ZCTA5 56257","172","28","137","23","35","17",
"860Z200US56258","ZCTA5 56258","6211","187","3895","232","2316","236",
"860Z200US56260","ZCTA5 56260","437","73","335","54","102","53",
"860Z200US56262","ZCTA5 56262","293","43","249","37","44","23",
"860Z200US56263","ZCTA5 56263","180","25","166","25","14","8",
"860Z200US56264","ZCTA5 56264","844","100","680","78","164","54",
"860Z200US56265","ZCTA5 56265","3123","138","2202","186","921","168",
"860Z200US56266","ZCTA5 56266","580","56","480","51","100","38",
"860Z200US56267","ZCTA5 56267","2608","119","1549","115","1059","127",
"860Z200US56270","ZCTA5 56270","450","52","400","47","50","19",
"860Z200US56271","ZCTA5 56271","504","67","368","52","136","41",
"860Z200US56273","ZCTA5 56273","2017","142","1744","124","273","64",
"860Z200US56274","ZCTA5 56274","81","29","80","29","1","3",
"860Z200US56276","ZCTA5 56276","103","28","85","26","18","13",
"860Z200US56277","ZCTA5 56277","1210","83","824","70","386","83",
"860Z200US56278","ZCTA5 56278","1160","84","923","81","237","67",
"860Z200US56279","ZCTA5 56279","464","61","380","51","84","35",
"860Z200US56280","ZCTA5 56280","208","33","166","30","42","19",
"860Z200US56281","ZCTA5 56281","253","50","227","48","26","15",
"860Z200US56282","ZCTA5 56282","577","53","433","46","144","45",
"860Z200US56283","ZCTA5 56283","2689","136","2026","128","663","123",
"860Z200US56284","ZCTA5 56284","779","63","589","54","190","50",
"860Z200US56285","ZCTA5 56285","467","64","417","65","50","17",
"860Z200US56287","ZCTA5 56287","31","10","30","11","1","2",
"860Z200US56288","ZCTA5 56288","2014","153","1748","148","266","68",
"860Z200US56289","ZCTA5 56289","277","42","249","39","28","14",
"860Z200US56291","ZCTA5 56291","168","35","157","32","11","7",
"860Z200US56292","ZCTA5 56292","206","32","192","31","14","8",
"860Z200US56293","ZCTA5 56293","429","49","360","49","69","19",
"860Z200US56294","ZCTA5 56294","45","22","33","17","12","13",
"860Z200US56295","ZCTA5 56295","136","39","107","32","29","18",
"860Z200US56296","ZCTA5 56296","872","71","702","59","170","52",
"860Z200US56297","ZCTA5 56297","343","35","299","32","44","17",
"860Z200US56301","ZCTA5 56301","12597","614","6369","431","6228","541",
"860Z200US56303","ZCTA5 56303","11144","511","6903","516","4241","494",
"860Z200US56304","ZCTA5 56304","7057","380","3113","316","3944","408",
"860Z200US56307","ZCTA5 56307","1936","116","1522","85","414","83",
"860Z200US56308","ZCTA5 56308","11906","262","8641","294","3265","308",
"860Z200US56309","ZCTA5 56309","557","54","459","53","98","32",
"860Z200US56310","ZCTA5 56310","1971","203","1697","142","274","154",
"860Z200US56311","ZCTA5 56311","275","40","237","37","38","18",
"860Z200US56312","ZCTA5 56312","866","72","713","69","153","34",
"860Z200US56313","ZCTA5 56313","29","13","27","13","2","4",
"860Z200US56314","ZCTA5 56314","486","50","429","44","57","22",
"860Z200US56315","ZCTA5 56315","674","74","566","65","108","35",
"860Z200US56316","ZCTA5 56316","616","73","515","68","101","29",
"860Z200US56318","ZCTA5 56318","479","50","421","52","58","23",
"860Z200US56319","ZCTA5 56319","618","86","555","82","63","31",
"860Z200US56320","ZCTA5 56320","3286","182","2699","169","587","160",
"860Z200US56321","ZCTA5 56321","0","9","0","9","0","9",
"860Z200US56323","ZCTA5 56323","262","43","217","43","45","14",
"860Z200US56324","ZCTA5 56324","473","71","437","71","36","17",
"860Z200US56325","ZCTA5 56325","87","28","82","27","5","4",
"860Z200US56326","ZCTA5 56326","738","89","624","80","114","41",
"860Z200US56327","ZCTA5 56327","360","45","356","45","4","4",
"860Z200US56328","ZCTA5 56328","77","29","71","30","6","5",
"860Z200US56329","ZCTA5 56329","2741","152","2272","138","469","85",
"860Z200US56330","ZCTA5 56330","721","92","674","89","47","31",
"860Z200US56331","ZCTA5 56331","770","73","692","74","78","20",
"860Z200US56332","ZCTA5 56332","706","85","663","83","43","17",
"860Z200US56334","ZCTA5 56334","2529","135","2046","121","483","83",
"860Z200US56335","ZCTA5 56335","92","23","84","23","8","6",
"860Z200US56336","ZCTA5 56336","671","71","603","70","68","24",
"860Z200US56338","ZCTA5 56338","674","56","612","50","62","29",
"860Z200US56339","ZCTA5 56339","442","51","315","43","127","33",
"860Z200US56340","ZCTA5 56340","936","91","883","92","53","27",
"860Z200US56342","ZCTA5 56342","1309","78","1116","69","193","36",
"860Z200US56343","ZCTA5 56343","384","50","343","49","41","19",
"860Z200US56345","ZCTA5 56345","6381","195","4867","244","1514","211",
"860Z200US56347","ZCTA5 56347","2929","179","2302","137","627","161",
"860Z200US56349","ZCTA5 56349","328","40","281","37","47","17",
"860Z200US56350","ZCTA5 56350","224","49","199","41","25","24",
"860Z200US56352","ZCTA5 56352","2417","193","1912","213","505","116",
"860Z200US56353","ZCTA5 56353","3766","171","3090","184","676","124",
"860Z200US56354","ZCTA5 56354","568","66","505","70","63","22",
"860Z200US56355","ZCTA5 56355","250","54","190","40","60","30",
"860Z200US56356","ZCTA5 56356","88","21","85","20","3","3",
"860Z200US56357","ZCTA5 56357","365","60","357","59","8","8",
"860Z200US56358","ZCTA5 56358","1221","103","1054","106","167","44",
"860Z200US56359","ZCTA5 56359","1345","84","959","74","386","58",
"860Z200US56360","ZCTA5 56360","1716","123","1355","92","361","108",
"860Z200US56361","ZCTA5 56361","977","78","829","79","148","40",
"860Z200US56362","ZCTA5 56362","2265","122","1871","130","394","103",
"860Z200US56363","ZCTA5 56363","83","22","67","19","16","9",
"860Z200US56364","ZCTA5 56364","2140","106","1812","108","328","48",
"860Z200US56367","ZCTA5 56367","2680","187","2457","201","223","57",
"860Z200US56368","ZCTA5 56368","1658","140","1510","134","148","66",
"860Z200US56369","ZCTA5 56369","211","68","134","55","77","43",
"860Z200US56371","ZCTA5 56371","35","16","22","13","13","12",
"860Z200US56373","ZCTA5 56373","1257","128","1031","110","226","74",
"860Z200US56374","ZCTA5 56374","3454","227","2555","222","899","188",
"860Z200US56375","ZCTA5 56375","285","55","273","55","12","9",
"860Z200US56376","ZCTA5 56376","138","29","110","24","28","15",
"860Z200US56377","ZCTA5 56377","8104","290","5165","325","2939","278",
"860Z200US56378","ZCTA5 56378","3369","212","2502","162","867","188",
"860Z200US56379","ZCTA5 56379","6996","223","4661","236","2335","242",
"860Z200US56381","ZCTA5 56381","1057","87","866","89","191","49",
"860Z200US56382","ZCTA5 56382","564","60","483","55","81","25",
"860Z200US56384","ZCTA5 56384","131","34","76","28","55","24",
"860Z200US56385","ZCTA5 56385","440","63","396","62","44","15",
"860Z200US56386","ZCTA5 56386","307","45","238","44","69","21",
"860Z200US56387","ZCTA5 56387","3323","302","1616","249","1707","300",
"860Z200US56389","ZCTA5 56389","39","16","32","15","7","5",
"860Z200US56401","ZCTA5 56401","12990","352","9607","373","3383","342",
"860Z200US56425","ZCTA5 56425","3749","224","2343","243","1406","250",
"860Z200US56431","ZCTA5 56431","3923","180","3352","187","571","77",
"860Z200US56433","ZCTA5 56433","733","89","661","86","72","27",
"860Z200US56434","ZCTA5 56434","64","21","55","21","9","7",
"860Z200US56435","ZCTA5 56435","1225","100","1122","97","103","33",
"860Z200US56437","ZCTA5 56437","497","54","415","51","82","25",
"860Z200US56438","ZCTA5 56438","1194","92","931","74","263","76",
"860Z200US56440","ZCTA5 56440","540","51","430","48","110","30",
"860Z200US56441","ZCTA5 56441","1664","181","1109","129","555","139",
"860Z200US56442","ZCTA5 56442","1400","171","1210","166","190","56",
"860Z200US56443","ZCTA5 56443","678","89","609","82","69","37",
"860Z200US56444","ZCTA5 56444","1406","130","1218","121","188","54",
"860Z200US56446","ZCTA5 56446","606","69","532","65","74","27",
"860Z200US56447","ZCTA5 56447","408","42","397","41","11","9",
"860Z200US56448","ZCTA5 56448","201","45","198","45","3","3",
"860Z200US56449","ZCTA5 56449","733","82","707","81","26","12",
"860Z200US56450","ZCTA5 56450","485","57","414","52","71","28",
"860Z200US56452","ZCTA5 56452","969","74","848","68","121","35",
"860Z200US56453","ZCTA5 56453","288","53","263","53","25","11",
"860Z200US56455","ZCTA5 56455","650","84","502","76","148","50",
"860Z200US56458","ZCTA5 56458","120","27","112","24","8","8",
"860Z200US56461","ZCTA5 56461","1308","85","1226","83","82","28",
"860Z200US56464","ZCTA5 56464","1755","94","1435","81","320","61",
"860Z200US56465","ZCTA5 56465","1013","99","959","85","54","41",
"860Z200US56466","ZCTA5 56466","1349","110","1143","93","206","54",
"860Z200US56467","ZCTA5 56467","1110","77","1052","76","58","19",
"860Z200US56468","ZCTA5 56468","1909","144","1808","143","101","42",
"860Z200US56469","ZCTA5 56469","494","62","462","63","32","15",
"860Z200US56470","ZCTA5 56470","4654","135","3414","167","1240","178",
"860Z200US56472","ZCTA5 56472","3585","184","3087","179","498","103",
"860Z200US56473","ZCTA5 56473","1397","108","1228","103","169","36",
"860Z200US56474","ZCTA5 56474","1936","129","1524","113","412","73",
"860Z200US56475","ZCTA5 56475","689","74","605","69","84","27",
"860Z200US56477","ZCTA5 56477","1111","104","895","94","216","51",
"860Z200US56479","ZCTA5 56479","2001","126","1572","104","429","85",
"860Z200US56481","ZCTA5 56481","921","104","804","108","117","32",
"860Z200US56482","ZCTA5 56482","3147","200","2076","187","1071","195",
"860Z200US56484","ZCTA5 56484","1385","94","1091","78","294","54",
"860Z200US56501","ZCTA5 56501","7829","215","5627","240","2202","216",
"860Z200US56510","ZCTA5 56510","953","78","706","59","247","61",
"860Z200US56511","ZCTA5 56511","782","77","694","70","88","29",
"860Z200US56514","ZCTA5 56514","1462","135","1248","125","214","73",
"860Z200US56515","ZCTA5 56515","1318","103","1093","92","225","41",
"860Z200US56516","ZCTA5 56516","116","24","98","21","18","9",
"860Z200US56517","ZCTA5 56517","94","27","76","22","18","12",
"860Z200US56518","ZCTA5 56518","173","32","144","31","29","14",
"860Z200US56519","ZCTA5 56519","120","30","104","30","16","8",
"860Z200US56520","ZCTA5 56520","1695","101","1231","110","464","111",
"860Z200US56521","ZCTA5 56521","315","46","263","37","52","26",
"860Z200US56522","ZCTA5 56522","212","44","187","41","25","14",
"860Z200US56523","ZCTA5 56523","166","31","134","27","32","16",
"860Z200US56524","ZCTA5 56524","309","40","274","38","35","14",
"860Z200US56525","ZCTA5 56525","31","16","31","16","0","9",
"860Z200US56527","ZCTA5 56527","329","35","288","33","41","15",
"860Z200US56528","ZCTA5 56528","726","72","630","59","96","38",
"860Z200US56529","ZCTA5 56529","1941","132","1502","151","439","140",
"860Z200US56531","ZCTA5 56531","785","58","593","54","192","37",
"860Z200US56533","ZCTA5 56533","117","24","105","25","12","11",
"860Z200US56534","ZCTA5 56534","525","67","489","64","36","15",
"860Z200US56535","ZCTA5 56535","512","65","379","53","133","50",
"860Z200US56536","ZCTA5 56536","181","26","161","25","20","10",
"860Z200US56537","ZCTA5 56537","8439","328","5958","321","2481","319",
"860Z200US56540","ZCTA5 56540","752","62","641","62","111","26",
"860Z200US56541","ZCTA5 56541","24","14","20","14","4","4",
"860Z200US56542","ZCTA5 56542","1009","69","705","62","304","51",
"860Z200US56543","ZCTA5 56543","78","21","75","21","3","4",
"860Z200US56544","ZCTA5 56544","2126","167","1750","148","376","67",
"860Z200US56545","ZCTA5 56545","265","41","227","37","38","21",
"860Z200US56546","ZCTA5 56546","102","18","96","20","6","7",
"860Z200US56547","ZCTA5 56547","966","83","864","66","102","51",
"860Z200US56548","ZCTA5 56548","285","51","240","48","45","21",
"860Z200US56549","ZCTA5 56549","1754","129","1468","117","286","65",
"860Z200US56550","ZCTA5 56550","134","27","106","25","28","14",
"860Z200US56551","ZCTA5 56551","1024","89","800","79","224","51",
"860Z200US56552","ZCTA5 56552","219","45","191","37","28","26",
"860Z200US56553","ZCTA5 56553","135","44","131","43","4","4",
"860Z200US56554","ZCTA5 56554","1092","93","1007","91","85","25",
"860Z200US56556","ZCTA5 56556","454","67","327","47","127","42",
"860Z200US56557","ZCTA5 56557","958","50","650","44","308","37",
"860Z200US56560","ZCTA5 56560","18448","310","11007","407","7441","436",
"860Z200US56562","ZCTA5 56562","16","25","0","9","16","25",
"860Z200US56563","ZCTA5 56563","0","9","0","9","0","9",
"860Z200US56565","ZCTA5 56565","44","28","32","22","12","17",
"860Z200US56566","ZCTA5 56566","192","37","102","19","90","38",
"860Z200US56567","ZCTA5 56567","1318","94","1018","75","300","61",
"860Z200US56568","ZCTA5 56568","49","19","44","18","5","5",
"860Z200US56569","ZCTA5 56569","460","45","381","40","79","20",
"860Z200US56570","ZCTA5 56570","485","72","430","75","55","28",
"860Z200US56571","ZCTA5 56571","824","53","732","54","92","29",
"860Z200US56572","ZCTA5 56572","2371","164","1918","151","453","126",
"860Z200US56573","ZCTA5 56573","2694","174","1969","190","725","159",
"860Z200US56574","ZCTA5 56574","116","25","115","25","1","2",
"860Z200US56575","ZCTA5 56575","282","39","224","34","58","18",
"860Z200US56576","ZCTA5 56576","393","40","357","39","36","15",
"860Z200US56578","ZCTA5 56578","285","44","275","45","10","9",
"860Z200US56579","ZCTA5 56579","399","45","364","44","35","15",
"860Z200US56580","ZCTA5 56580","485","64","458","64","27","14",
"860Z200US56581","ZCTA5 56581","124","27","119","27","5","5",
"860Z200US56583","ZCTA5 56583","75","27","57","23","18","14",
"860Z200US56584","ZCTA5 56584","573","52","463","47","110","34",
"860Z200US56585","ZCTA5 56585","479","82","397","74","82","40",
"860Z200US56586","ZCTA5 56586","796","60","747","61","49","18",
"860Z200US56587","ZCTA5 56587","597","51","531","52","66","16",
"860Z200US56588","ZCTA5 56588","202","30","190","31","12","6",
"860Z200US56589","ZCTA5 56589","733","66","631","70","102","23",
"860Z200US56590","ZCTA5 56590","166","30","143","28","23","19",
"860Z200US56591","ZCTA5 56591","166","34","31","12","135","31",
"860Z200US56592","ZCTA5 56592","193","29","158","31","35","20",
"860Z200US56594","ZCTA5 56594","182","37","165","35","17","9",
"860Z200US56601","ZCTA5 56601","14070","276","9414","360","4656","329",
"860Z200US56621","ZCTA5 56621","1680","109","1329","81","351","61",
"860Z200US56623","ZCTA5 56623","1212","136","1027","124","185","59",
"860Z200US56626","ZCTA5 56626","92","44","67","37","25","25",
"860Z200US56627","ZCTA5 56627","139","42","117","38","22","16",
"860Z200US56628","ZCTA5 56628","645","75","569","69","76","21",
"860Z200US56629","ZCTA5 56629","97","50","76","39","21","30",
"860Z200US56630","ZCTA5 56630","816","67","631","56","185","45",
"860Z200US56633","ZCTA5 56633","1577","129","1081","104","496","82",
"860Z200US56634","ZCTA5 56634","614","63","465","59","149","35",
"860Z200US56636","ZCTA5 56636","1913","140","1680","142","233","53",
"860Z200US56637","ZCTA5 56637","87","19","83","19","4","4",
"860Z200US56639","ZCTA5 56639","191","31","156","25","35","16",
"860Z200US56641","ZCTA5 56641","143","19","107","16","36","14",
"860Z200US56644","ZCTA5 56644","299","49","246","37","53","35",
"860Z200US56646","ZCTA5 56646","160","39","121","35","39","24",
"860Z200US56647","ZCTA5 56647","314","43","287","39","27","13",
"860Z200US56649","ZCTA5 56649","4271","216","3440","206","831","156",
"860Z200US56650","ZCTA5 56650","406","100","372","102","34","16",
"860Z200US56651","ZCTA5 56651","235","36","215","34","20","11",
"860Z200US56652","ZCTA5 56652","153","25","144","24","9","7",
"860Z200US56653","ZCTA5 56653","561","95","474","88","87","44",
"860Z200US56654","ZCTA5 56654","16","11","16","11","0","9",
"860Z200US56655","ZCTA5 56655","709","76","662","70","47","22",
"860Z200US56657","ZCTA5 56657","123","37","123","37","0","9",
"860Z200US56658","ZCTA5 56658","0","9","0","9","0","9",
"860Z200US56659","ZCTA5 56659","44","13","41","11","3","5",
"860Z200US56660","ZCTA5 56660","119","37","117","36","2","4",
"860Z200US56661","ZCTA5 56661","375","49","337","48","38","17",
"860Z200US56662","ZCTA5 56662","274","39","266","38","8","6",
"860Z200US56663","ZCTA5 56663","100","33","88","33","12","10",
"860Z200US56666","ZCTA5 56666","199","75","115","51","84","54",
"860Z200US56667","ZCTA5 56667","313","54","281","49","32","16",
"860Z200US56668","ZCTA5 56668","104","44","87","44","17","15",
"860Z200US56669","ZCTA5 56669","126","40","126","40","0","9",
"860Z200US56670","ZCTA5 56670","274","82","189","74","85","48",
"860Z200US56671","ZCTA5 56671","862","156","615","146","247","102",
"860Z200US56672","ZCTA5 56672","899","68","766","64","133","42",
"860Z200US56673","ZCTA5 56673","224","56","207","54","17","15",
"860Z200US56676","ZCTA5 56676","771","74","698","71","73","26",
"860Z200US56678","ZCTA5 56678","571","64","539","62","32","21",
"860Z200US56680","ZCTA5 56680","55","13","50","11","5","5",
"860Z200US56681","ZCTA5 56681","119","30","87","20","32","19",
"860Z200US56683","ZCTA5 56683","281","47","269","46","12","10",
"860Z200US56684","ZCTA5 56684","124","31","119","32","5","5",
"860Z200US56685","ZCTA5 56685","39","18","38","17","1","2",
"860Z200US56686","ZCTA5 56686","390","99","349","97","41","18",
"860Z200US56688","ZCTA5 56688","38","17","37","16","1","2",
"860Z200US56701","ZCTA5 56701","5754","186","4031","194","1723","196",
"860Z200US56710","ZCTA5 56710","174","37","146","34","28","16",
"860Z200US56711","ZCTA5 56711","41","43","6","11","35","42",
"860Z200US56713","ZCTA5 56713","372","51","299","47","73","43",
"860Z200US56714","ZCTA5 56714","457","43","403","46","54","20",
"860Z200US56715","ZCTA5 56715","163","36","137","33","26","15",
"860Z200US56716","ZCTA5 56716","3919","208","2510","211","1409","214",
"860Z200US56720","ZCTA5 56720","5","7","5","7","0","9",
"860Z200US56721","ZCTA5 56721","4112","215","2962","168","1150","192",
"860Z200US56722","ZCTA5 56722","129","31","126","30","3","3",
"860Z200US56723","ZCTA5 56723","328","49","275","43","53","20",
"860Z200US56724","ZCTA5 56724","50","11","45","11","5","4",
"860Z200US56725","ZCTA5 56725","363","59","334","51","29","22",
"860Z200US56726","ZCTA5 56726","613","54","551","48","62","26",
"860Z200US56727","ZCTA5 56727","356","53","326","54","30","14",
"860Z200US56728","ZCTA5 56728","483","53","395","49","88","25",
"860Z200US56729","ZCTA5 56729","44","15","42","15","2","3",
"860Z200US56731","ZCTA5 56731","64","32","62","32","2","3",
"860Z200US56732","ZCTA5 56732","426","49","338","52","88","27",
"860Z200US56733","ZCTA5 56733","184","44","163","43","21","18",
"860Z200US56734","ZCTA5 56734","231","37","186","33","45","21",
"860Z200US56735","ZCTA5 56735","281","56","216","38","65","29",
"860Z200US56736","ZCTA5 56736","308","38","279","36","29","15",
"860Z200US56737","ZCTA5 56737","345","44","298","39","47","20",
"860Z200US56738","ZCTA5 56738","534","63","454","58","80","27",
"860Z200US56742","ZCTA5 56742","313","57","268","54","45","17",
"860Z200US56744","ZCTA5 56744","224","42","197","40","27","16",
"860Z200US56748","ZCTA5 56748","271","49","212","38","59","33",
"860Z200US56750","ZCTA5 56750","965","60","820","58","145","36",
"860Z200US56751","ZCTA5 56751","2353","127","1835","129","518","94",
"860Z200US56754","ZCTA5 56754","210","46","183","46","27","15",
"860Z200US56755","ZCTA5 56755","35","12","34","12","1","3",
"860Z200US56756","ZCTA5 56756","253","64","235","62","18","16",
"860Z200US56757","ZCTA5 56757","355","45","315","44","40","22",
"860Z200US56758","ZCTA5 56758","160","31","150","31","10","7",
"860Z200US56759","ZCTA5 56759","149","39","138","37","11","10",
"860Z200US56760","ZCTA5 56760","200","40","190","40","10","7",
"860Z200US56761","ZCTA5 56761","188","37","179","37","9","5",
"860Z200US56762","ZCTA5 56762","994","80","774","67","220","54",
"860Z200US56763","ZCTA5 56763","1966","131","1480","115","486","110",
"860Z200US57001","ZCTA5 57001","636","97","492","89","144","55",
"860Z200US57002","ZCTA5 57002","691","116","558","110","133","53",
"860Z200US57003","ZCTA5 57003","730","79","635","85","95","42",
"860Z200US57004","ZCTA5 57004","1576","166","1310","168","266","108",
"860Z200US57005","ZCTA5 57005","4505","200","3648","213","857","200",
"860Z200US57006","ZCTA5 57006","9761","339","5130","282","4631","365",
"860Z200US57007","ZCTA5 57007","0","10","0","10","0","10",
"860Z200US57010","ZCTA5 57010","308","129","179","68","129","117",
"860Z200US57012","ZCTA5 57012","449","63","383","61","66","27",
"860Z200US57013","ZCTA5 57013","1881","198","1409","181","472","168",
"860Z200US57014","ZCTA5 57014","667","80","571","76","96","38",
"860Z200US57015","ZCTA5 57015","273","58","229","51","44","25",
"860Z200US57016","ZCTA5 57016","294","81","266","80","28","18",
"860Z200US57017","ZCTA5 57017","600","81","475","71","125","43",
"860Z200US57018","ZCTA5 57018","532","93","431","77","101","55",
"860Z200US57020","ZCTA5 57020","582","84","520","80","62","30",
"860Z200US57021","ZCTA5 57021","139","54","118","47","21","27",
"860Z200US57022","ZCTA5 57022","2052","137","1695","134","357","104",
"860Z200US57024","ZCTA5 57024","196","58","170","57","26","17",
"860Z200US57025","ZCTA5 57025","1239","154","962","142","277","123",
"860Z200US57026","ZCTA5 57026","554","80","380","66","174","51",
"860Z200US57027","ZCTA5 57027","82","39","69","45","13","17",
"860Z200US57028","ZCTA5 57028","1274","104","795","108","479","90",
"860Z200US57029","ZCTA5 57029","847","91","690","77","157","55",
"860Z200US57030","ZCTA5 57030","1111","138","883","103","228","95",
"860Z200US57031","ZCTA5 57031","353","110","328","107","25","21",
"860Z200US57032","ZCTA5 57032","3316","234","2718","217","598","171",
"860Z200US57033","ZCTA5 57033","2237","189","1854","207","383","148",
"860Z200US57034","ZCTA5 57034","293","75","255","66","38","38",
"860Z200US57035","ZCTA5 57035","510","150","482","151","28","21",
"860Z200US57036","ZCTA5 57036","249","41","220","40","29","13",
"860Z200US57037","ZCTA5 57037","372","75","249","56","123","54",
"860Z200US57038","ZCTA5 57038","755","167","673","169","82","52",
"860Z200US57039","ZCTA5 57039","1508","194","1197","166","311","92",
"860Z200US57040","ZCTA5 57040","117","41","100","38","17","13",
"860Z200US57041","ZCTA5 57041","42","33","42","33","0","10",
"860Z200US57042","ZCTA5 57042","3249","200","2085","178","1164","220",
"860Z200US57043","ZCTA5 57043","665","83","550","77","115","31",
"860Z200US57045","ZCTA5 57045","448","62","364","58","84","32",
"860Z200US57046","ZCTA5 57046","242","99","210","96","32","24",
"860Z200US57047","ZCTA5 57047","178","55","141","50","37","23",
"860Z200US57048","ZCTA5 57048","485","76","412","72","73","30",
"860Z200US57049","ZCTA5 57049","3287","161","1995","179","1292","186",
"860Z200US57050","ZCTA5 57050","82","34","82","34","0","10",
"860Z200US57051","ZCTA5 57051","106","33","90","32","16","12",
"860Z200US57052","ZCTA5 57052","125","42","111","40","14","11",
"860Z200US57053","ZCTA5 57053","821","112","649","101","172","50",
"860Z200US57054","ZCTA5 57054","269","62","231","56","38","31",
"860Z200US57055","ZCTA5 57055","463","97","430","90","33","51",
"860Z200US57057","ZCTA5 57057","71","27","66","28","5","5",
"860Z200US57058","ZCTA5 57058","731","84","559","79","172","56",
"860Z200US57059","ZCTA5 57059","545","76","434","69","111","46",
"860Z200US57061","ZCTA5 57061","76","40","51","32","25","20",
"860Z200US57062","ZCTA5 57062","523","91","407","78","116","58",
"860Z200US57063","ZCTA5 57063","370","66","301","57","69","31",
"860Z200US57064","ZCTA5 57064","2522","178","2070","201","452","142",
"860Z200US57065","ZCTA5 57065","172","52","136","47","36","22",
"860Z200US57066","ZCTA5 57066","601","76","486","71","115","45",
"860Z200US57067","ZCTA5 57067","99","37","95","36","4","6",
"860Z200US57068","ZCTA5 57068","638","107","545","100","93","34",
"860Z200US57069","ZCTA5 57069","4757","243","2240","211","2517","301",
"860Z200US57070","ZCTA5 57070","600","72","389","60","211","53",
"860Z200US57071","ZCTA5 57071","1349","162","900","127","449","112",
"860Z200US57072","ZCTA5 57072","240","63","196","55","44","30",
"860Z200US57073","ZCTA5 57073","192","54","160","49","32","24",
"860Z200US57075","ZCTA5 57075","572","81","507","82","65","44",
"860Z200US57076","ZCTA5 57076","166","64","126","56","40","23",
"860Z200US57077","ZCTA5 57077","522","102","453","93","69","41",
"860Z200US57078","ZCTA5 57078","8557","274","5994","307","2563","315",
"860Z200US57103","ZCTA5 57103","14259","718","9598","531","4661","593",
